VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Base MSRP,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJ3E1EB0J,King,Bellevue,WA,98004.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,156554,48.0,334054199,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805.0
1G1FW6S08H,King,Kenmore,WA,98028.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,75868,46.0,125736712,POINT (-122.2478069 47.75817),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101.0
1G1FY6S08K,Clark,Vancouver,WA,98662.0,2019,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,49931,17.0,213622762,POINT (-122.579351 45.671668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040703.0
1G1FZ6S06L,King,Seattle,WA,98117.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,152331,36.0,148200818,POINT (-122.377938 47.690166),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900.0
1G1FX6S00J,Clark,Vancouver,WA,98684.0,2018,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,155253,17.0,268403726,POINT (-122.5241377 45.6278995),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041335.0
5YJ3E1EA4J,King,Bellevue,WA,98004.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,153179,41.0,475798039,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023807.0
5YJXCBE22G,King,Seattle,WA,98133.0,2016,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,200.0,35528,32.0,208738099,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402.0
5YJSA1E20J,King,Bellevue,WA,98004.0,2018,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,249.0,164455,48.0,132682483,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805.0
5YJ3E1EA3K,King,Kirkland,WA,98034.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,118661,45.0,198354481,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904.0
5YJYGDEE2L,King,Shoreline,WA,98133.0,2020,TESLA,MODEL Y,BEV,Clean Alternative Fuel Vehicle Eligible,291.0,111482,32.0,127191011,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021000.0
KNDCE3LGXK,King,Redmond,WA,98052.0,2019,KIA,NIRO,BEV,Clean Alternative Fuel Vehicle Eligible,239.0,139235,45.0,108897169,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.0
5YJ3E1EBXJ,King,Seattle,WA,98119.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,174113,36.0,473672125,POINT (-122.36731 47.6377681),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900.0
1G1FW6S09H,King,Burien,WA,98146.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,85283,34.0,107903981,POINT (-122.3551826 47.5000521),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026802.0
5YJ3E1EB4L,King,Kirkland,WA,98033.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,99417,48.0,125965906,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702.0
1G1FY6S00L,Thurston,Olympia,WA,98502.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,112589,22.0,141449248,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067011100.0
5YJ3E1EB2L,King,Kent,WA,98030.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,60740,47.0,8809699,POINT (-122.1994204 47.3741045),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029604.0
5YJ3E1EA0L,King,Bellevue,WA,98004.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,62191,48.0,4821442,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023805.0
5YJSA1E23G,Kitsap,Bainbridge Island,WA,98110.0,2016,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,77030,23.0,214162742,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090700.0
5YJ3E1EA7J,King,Seattle,WA,98177.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,75093,32.0,223592953,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000402.0
WA1VABGE7K,King,Renton,WA,98056.0,2019,AUDI,E-TRON,BEV,Clean Alternative Fuel Vehicle Eligible,204.0,149396,41.0,122196497,POINT (-122.1819876 47.5098889),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704.0
5YJSA1E14G,Clark,Vancouver,WA,98685.0,2016,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,70086,18.0,224284700,POINT (-122.688741 45.711311),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907.0
5YJ3E1EC0L,Clark,Vancouver,WA,98682.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,308.0,104249,17.0,186240141,POINT (-122.5286031 45.6686601),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713.0
5YJ3E1EBXK,Jefferson,Port Townsend,WA,98368.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,77583,24.0,144342138,POINT (-122.7862046 48.1129794),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950502.0
WA1AAAGE5M,Snohomish,Bothell,WA,98012.0,2021,AUDI,E-TRON,BEV,Clean Alternative Fuel Vehicle Eligible,222.0,127341,1.0,182239361,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061051927.0
5YJ3E1EA2L,Thurston,Olympia,WA,98502.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,78509,22.0,104966431,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067010520.0
5YJ3E1EB6J,King,Bellevue,WA,98006.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,141573,41.0,301128145,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024901.0
5YJ3E1EA4L,Snohomish,Mill Creek,WA,98012.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,161473,44.0,6346014,POINT (-122.206146 47.839957),PUGET SOUND ENERGY INC,53061052008.0
5YJSA1E26J,King,Kirkland,WA,98034.0,2018,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,249.0,55175,1.0,170916476,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300.0
5YJYGDEE1L,King,Bellevue,WA,98004.0,2020,TESLA,MODEL Y,BEV,Clean Alternative Fuel Vehicle Eligible,291.0,146071,41.0,114366045,POINT (-122.202397 47.619252),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023801.0
5YJ3E1EB0L,King,Normandy Park,WA,98166.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,47687,33.0,6395707,POINT (-122.3472273 47.4568458),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028600.0
5YJ3E1EBXL,King,Seattle,WA,98109.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,95010,43.0,102788570,POINT (-122.3441532 47.6305366),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007301.0
1G1FX6S02H,Kitsap,Port Orchard,WA,98366.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,75971,26.0,178659813,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53035092200.0
5YJ3E1EA7J,King,Renton,WA,98056.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,159981,41.0,200852963,POINT (-122.1819876 47.5098889),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704.0
5YJSA1E24J,King,Bellevue,WA,98006.0,2018,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,249.0,126385,41.0,318222012,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024905.0
5YJXCBE43K,King,Kirkland,WA,98033.0,2019,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,289.0,53606,48.0,200812741,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022702.0
5YJ3E1EA6J,King,Redmond,WA,98052.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,51036,45.0,324315911,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
5YJ3E1EA5L,King,Seattle,WA,98109.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,86737,36.0,104823918,POINT (-122.3441532 47.6305366),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007002.0
5YJ3E1EB2K,King,Seattle,WA,98177.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,155610,32.0,477105240,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000403.0
KNDCE3LG3L,Kitsap,Silverdale,WA,98383.0,2020,KIA,NIRO,BEV,Clean Alternative Fuel Vehicle Eligible,239.0,43118,23.0,151753045,POINT (-122.7035285 47.660204),PUGET SOUND ENERGY INC,53035091302.0
5YJ3E1EB7J,King,Bellevue,WA,98006.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,167056,41.0,335800300,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704.0
5YJ3E1EA1L,Clark,Ridgefield,WA,98642.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,87242,18.0,266665045,POINT (-122.6958231 45.804249),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040305.0
5YJ3E1EB8J,King,Seattle,WA,98125.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,123617,46.0,127138224,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900.0
5YJ3E1EB6J,King,Auburn,WA,98092.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,145955,47.0,476443488,POINT (-122.1550193 47.2884536),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031206.0
5YJ3E1EB6K,King,Seattle,WA,98134.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,65458,37.0,107076140,POINT (-122.3290729 47.5773571),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009300.0
1G1FW6S04H,King,Seattle,WA,98103.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,148346,36.0,182454359,POINT (-122.3499053 47.673887),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002900.0
5YJ3E1EB0J,King,Kirkland,WA,98033.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,167524,48.0,347638196,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022701.0
5YJ3E1EB9J,King,Kirkland,WA,98033.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,166054,45.0,230165225,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006.0
1G1FZ6S06K,Jefferson,Port Townsend,WA,98368.0,2019,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,113337,24.0,240093724,POINT (-122.7862046 48.1129794),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950502.0
5YJ3E1EA3K,King,Redmond,WA,98052.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,96140,45.0,205055455,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
5YJXCAE21J,King,Kirkland,WA,98033.0,2018,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,161473,48.0,477196275,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022604.0
5YJXCAE20J,King,Seattle,WA,98177.0,2018,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,115065,32.0,475184265,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500.0
5YJXCBE2XL,Kitsap,Silverdale,WA,98383.0,2020,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,293.0,81021,23.0,264476866,POINT (-122.7035285 47.660204),PUGET SOUND ENERGY INC,53035091206.0
5YJ3E1EA3L,King,Federal Way,WA,98023.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,173665,30.0,1846624,POINT (-122.3581348 47.3097552),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030308.0
5YJ3E1EB8L,King,Redmond,WA,98052.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,322.0,43939,48.0,3450275,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022803.0
1G1FZ6S08L,King,Redmond,WA,98052.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,162397,45.0,256256220,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323.0
1N4BZ1CP9L,Clark,Vancouver,WA,98683.0,2020,NISSAN,LEAF,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,150287,17.0,190814732,POINT (-122.515805 45.604689),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041309.0
5YJXCAE27L,King,Redmond,WA,98052.0,2020,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,293.0,123276,48.0,104320660,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902.0
5YJ3E1EA0J,Clark,Vancouver,WA,98664.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,38560,49.0,263074143,POINT (-122.575383 45.620105),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041206.0
1G1FX6S06J,King,Seattle,WA,98102.0,2018,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,183828,43.0,265844190,POINT (-122.3212726 47.6296532),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006500.0
5YJSA1E21F,King,Kirkland,WA,98034.0,2015,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,43406,45.0,291199989,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003.0
5YJ3E1EA8K,King,Sammamish,WA,98074.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,130260,45.0,478043954,POINT (-122.0430602 47.6259676),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032318.0
5YJSA1E49K,King,Seattle,WA,98144.0,2019,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,270.0,168809,37.0,477151685,POINT (-122.3016563 47.5858977),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009400.0
5YJSA1E2XH,Clark,Camas,WA,98607.0,2017,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,97383,18.0,187300557,POINT (-122.4220033 45.6092439),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040609.0
LPSED3KA1M,King,Seattle,WA,98133.0,2021,POLESTAR,PS2,BEV,Clean Alternative Fuel Vehicle Eligible,233.0,43325,46.0,244439940,POINT (-122.342434 47.736655),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001300.0
5YJ3E1EA6J,King,Redmond,WA,98052.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,77492,45.0,128703802,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324.0
5YJ3E1EA2L,Clark,Vancouver,WA,98662.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,74291,17.0,214881698,POINT (-122.579351 45.671668),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040709.0
5YJ3E1EB5K,King,Seattle,WA,98101.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,124027,43.0,193085105,POINT (-122.3340795 47.6099315),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008300.0
5YJ3E1EA5J,King,Kirkland,WA,98034.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,57678,45.0,243584750,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022005.0
5YJ3E1ECXL,King,Redmond,WA,98052.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,308.0,180400,45.0,104193904,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
5YJSA1H17E,King,Bellevue,WA,98006.0,2014,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,69900,41.0,111721347,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902.0
5YJSA1E13G,King,Seattle,WA,98125.0,2016,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,127531,46.0,160675189,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001201.0
1G1FZ6S02K,King,Seattle,WA,98102.0,2019,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,72906,43.0,252991805,POINT (-122.3212726 47.6296532),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006100.0
1G1FY6S08L,King,Seattle,WA,98125.0,2020,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,259.0,34609,46.0,264761045,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000101.0
5YJXCAE24H,King,North Bend,WA,98045.0,2017,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,200.0,178829,5.0,200828883,POINT (-121.7705205 47.4816922),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032704.0
5YJSA1E24H,King,Kirkland,WA,98033.0,2017,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,134621,48.0,170487103,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501.0
5YJSA1H15E,King,Seattle,WA,98109.0,2014,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,69900,43.0,113056723,POINT (-122.3441532 47.6305366),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007303.0
5YJSA1E2XK,King,Bellevue,WA,98006.0,2019,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,270.0,167364,41.0,202143378,POINT (-122.144149 47.560742),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023902.0
5YJ3E1EA6L,King,Seattle,WA,98122.0,2020,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,266.0,114447,43.0,112897585,POINT (-122.3128637 47.6104992),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007503.0
5YJ3E1EB7K,King,Seattle,WA,98122.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,158450,43.0,218920866,POINT (-122.3128637 47.6104992),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008402.0
5YJ3E1EBXJ,King,Redmond,WA,98052.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,99584,45.0,475235484,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321.0
5YJ3E1EB0J,King,Kirkland,WA,98034.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,57788,45.0,161008634,POINT (-122.2026532 47.7210518),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003.0
1G1FW6S0XJ,Clark,Vancouver,WA,98685.0,2018,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,43932,18.0,252041562,POINT (-122.688741 45.711311),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040910.0
5YJSA1DN7D,King,Seattle,WA,98109.0,2013,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,69900,36.0,185929376,POINT (-122.3441532 47.6305366),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007002.0
1G1FW6S00H,King,Seattle,WA,98125.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,97228,46.0,251504571,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000601.0
5YJ3E1EB4K,King,Seattle,WA,98125.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,38939,46.0,320765336,POINT (-122.304356 47.715668),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000900.0
5YJSA1DP0D,Kitsap,Bremerton,WA,98310.0,2013,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,69900,23.0,175347238,POINT (-122.6231895 47.5930874),PUGET SOUND ENERGY INC,53035080300.0
5YJRE1A35A,Kitsap,Bainbridge Island,WA,98110.0,2010,TESLA,ROADSTER,BEV,Clean Alternative Fuel Vehicle Eligible,245.0,110950,23.0,265387573,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090800.0
1G1FX6S05H,King,Seattle,WA,98103.0,2017,CHEVROLET,BOLT EV,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,38310,43.0,126278687,POINT (-122.3499053 47.673887),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800.0
5YJ3E1EB7J,King,Kenmore,WA,98028.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,78956,46.0,277620941,POINT (-122.2478069 47.75817),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101.0
5YJ3E1EA4K,King,Renton,WA,98056.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,61392,41.0,194436287,POINT (-122.1819876 47.5098889),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025304.0
5YJSA1E25L,King,Seattle,WA,98177.0,2020,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,330.0,41710,32.0,107100822,POINT (-122.3691687 47.7403542),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500.0
WA1VABGE6K,King,Seattle,WA,98144.0,2019,AUDI,E-TRON,BEV,Clean Alternative Fuel Vehicle Eligible,204.0,34138,37.0,342975965,POINT (-122.3016563 47.5858977),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500.0
5YJSA1H26F,King,Kirkland,WA,98033.0,2015,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,208.0,135941,48.0,226514697,POINT (-122.1925969 47.676241),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501.0
5YJSA1E14H,Kitsap,Bainbridge Island,WA,98110.0,2017,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,142175,23.0,107311676,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090800.0
5YJ3E1EBXJ,King,Seattle,WA,98144.0,2018,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,215.0,164755,37.0,300964177,POINT (-122.3016563 47.5858977),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008900.0
5YJSA1E45J,King,Seattle,WA,98103.0,2018,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,249.0,130905,46.0,190197381,POINT (-122.3499053 47.673887),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002700.0
5YJSA1E2XG,Clark,Vancouver,WA,98682.0,2016,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,94662,17.0,223286136,POINT (-122.5286031 45.6686601),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713.0
5YJSA1E47G,Kitsap,Bainbridge Island,WA,98110.0,2016,TESLA,MODEL S,BEV,Clean Alternative Fuel Vehicle Eligible,210.0,74352,23.0,108180649,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090700.0
5YJXCAE45J,King,Tukwila,WA,98168.0,2018,TESLA,MODEL X,BEV,Clean Alternative Fuel Vehicle Eligible,238.0,164690,11.0,109672552,POINT (-122.297205 47.486649),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026200.0
5YJ3E1EA1K,King,Redmond,WA,98052.0,2019,TESLA,MODEL 3,BEV,Clean Alternative Fuel Vehicle Eligible,220.0,45174,45.0,195356241,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324.0
